Event ID,COUNTRY,STATE,CITY,EVENT CODE,Event Type,POPULATION
569,Costa Rica,,,033,Illness / Common,41
570,Ecuador,,,033,Illness / Common,3
571,El Salvador,,,033,Illness / Common,16
572,French Guiana,,,033,Illness / Common,0
573,Guatemala,,,033,Illness / Common,11
574,Honduras,,,033,Illness / Common,12
575,Mexico,,,033,Illness / Common,4
576,Nicaragua,,,033,Illness / Common,1
577,Panamá,,,033,Illness / Common,20
578,Paraguay,,,033,Illness / Common,5
579,Peru,,,033,Illness / Common,5
580,Peru,Lima Provincias,Lima,0112,Civil Unrest / Employment & Wages / Violent,Labor
581,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
582,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
583,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
584,Panamá,,,0412,Economy / Stock Index / Decrease,BVPSBVPS
585,Peru,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
586,Chile,"Santiago Metropolitan",Santiago,0151,Civil Unrest / Other Government / Non-Violent,Education
587,Argentina,,,033,Illness / Common,1179
588,Bolivia,,,033,Illness / Common,3
589,Chile ,,,033,Illness / Common,492
590,Colombia,,,033,Illness / Common,36
591,Costa Rica,,,033,Illness / Common,37
592,Ecuador,,,033,Illness / Common,3
593,El Salvador,,,033,Illness / Common,29
594,French Guiana,,,033,Illness / Common,0
595,Guatemala,,,033,Illness / Common,19
596,Honduras,,,033,Illness / Common,13
597,Mexico,,,033,Illness / Common,5
598,Nicaragua,,,033,Illness / Common,0
599,Panamá,,,033,Illness / Common,13
600,Paraguay,,,033,Illness / Common,4
601,Peru,,,033,Illness / Common,4
602,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
603,Argentina,,,0421,Economy / Currency Exchange / Increase,ARS
604,Peru,Loreto,NA,0313,Illness / Rare / Hantavirus,General Population
605,Panamá,,,0412,Economy / Stock Index / Decrease,BVPSBVPS
606,Venezuela,Capital District,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
607,Argentina,,,033,Illness / Common,947
608,Bolivia,,,033,Illness / Common,9
609,Chile ,,,033,Illness / Common,365
610,Colombia,,,033,Illness / Common,20
611,Costa Rica,,,033,Illness / Common,28
612,Ecuador,,,033,Illness / Common,0
613,El Salvador,,,033,Illness / Common,13
614,Guatemala,,,033,Illness / Common,21
615,Honduras,,,033,Illness / Common,7
616,Mexico,,,033,Illness / Common,3
617,Nicaragua,,,033,Illness / Common,0
618,Panamá,,,033,Illness / Common,20
619,Paraguay,,,033,Illness / Common,4
620,Peru,,,033,Illness / Common,3
621,Venezuela,Sucre,Cumana,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
622,Panamá,Nation,NA,0151,Civil Unrest / Other Government / Non-Violent,Education
623,Paraguay,Capital District,Asunción,0152,Civil Unrest / Other Government / Violent,Ethnic
624,Paraguay,NA,NA,0313,Illness / Rare / Hantavirus,General Population
625,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
626,Argentina,NA,Buenos Aires,0213,Vote / Election / Mayor,Mauricio Macri
627,Argentina,,,0422,Economy / Currency Exchange / Decrease,ARS
628,Ecuador,Esmeraldas,La Concordia,0152,Civil Unrest / Other Government / Violent,General Population
629,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
630,Mexico,,,0412,Economy / Stock Index / Decrease,MEXBOL
631,Panamá,,,0412,Economy / Stock Index / Decrease,BVPSBVPS
632,Argentina,,,0421,Economy / Currency Exchange / Increase,ARS
633,Argentina,,,033,Illness / Common,695
634,Bolivia,,,033,Illness / Common,4
635,Chile ,,,033,Illness / Common,280
636,Colombia,,,033,Illness / Common,22
637,Costa Rica,,,033,Illness / Common,34
638,Ecuador,,,033,Illness / Common,3
639,El Salvador,,,033,Illness / Common,17
640,French Guiana,,,033,Illness / Common,0
641,Guatemala,,,033,Illness / Common,13
642,Honduras,,,033,Illness / Common,18
643,Mexico,,,033,Illness / Common,3
644,Nicaragua,,,033,Illness / Common,13
645,Panamá,,,033,Illness / Common,30
646,Paraguay,,,033,Illness / Common,6
647,Peru,,,033,Illness / Common,10
648,Peru,Piura,Piura,0151,Civil Unrest / Other Government / Non-Violent,Labor
649,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,Education
650,Argentina,,,0412,Economy / Stock Index / Decrease,Merval
651,Brazil,,,0412,Economy / Stock Index / Decrease,IBOV
652,Chile,,,0412,Economy / Stock Index / Decrease,CHILE65
653,Colombia,,,0412,Economy / Stock Index / Decrease,COLCAP
654,Mexico,,,0412,Economy / Stock Index / Decrease,MEXBOL
655,Peru,,,0412,Economy / Stock Index / Decrease,IGBVL
656,Paraguay,Itapúa,General Delgado,0313,Illness / Rare / Hantavirus,General Population
657,Argentina,Cordoba,NA,0212,Vote / Election / Governor,José Manuel de la Sota
658,Argentina,,,0412,Economy / Stock Index / Decrease,Merval
659,Brazil,,,0412,Economy / Stock Index / Decrease,IBOV
660,Chile,,,0412,Economy / Stock Index / Decrease,CHILE65
661,Colombia,,,0412,Economy / Stock Index / Decrease,COLCAP
662,Mexico,,,0412,Economy / Stock Index / Decrease,MEXBOL
663,Peru,,,0412,Economy / Stock Index / Decrease,IGBVL
664,Brazil,,,0421,Economy / Currency Exchange / Increase,BRL
665,Mexico,,,0421,Economy / Currency Exchange / Increase,MXN
666,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
667,Paraguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
668,Brazil,,,0411,Economy / Stock Index / Increase,IBOV
669,Chile,,,0411,Economy / Stock Index / Increase,CHILE65
670,Argentina,,,033,Illness / Common,615
671,Bolivia,,,033,Illness / Common,24
672,Chile ,,,033,Illness / Common,240
673,Colombia,,,033,Illness / Common,21
674,Costa Rica,,,033,Illness / Common,48
675,Ecuador,,,033,Illness / Common,3
676,El Salvador,,,033,Illness / Common,31
677,Guatemala,,,033,Illness / Common,20
678,Honduras,,,033,Illness / Common,18
679,Mexico,,,033,Illness / Common,3
680,Nicaragua,,,033,Illness / Common,1
681,Panamá,,,033,Illness / Common,28
682,Paraguay,,,033,Illness / Common,6
683,Peru,,,033,Illness / Common,21
684,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,Education
685,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
686,Mexico,,,0421,Economy / Currency Exchange / Increase,MXN
687,Venezuela,Zulia,Maracaibo,0151,Civil Unrest / Other Government / Non-Violent,Labor
688,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
689,Bolivia,Beni,Trinidad,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
690,Bolivia,La Paz,La Paz,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
691,Argentina,,,033,Illness / Common,547
692,Bolivia,,,033,Illness / Common,12
693,Chile ,,,033,Illness / Common,223
694,Colombia,,,033,Illness / Common,10
695,Costa Rica,,,033,Illness / Common,30
696,Ecuador,,,033,Illness / Common,4
697,El Salvador,,,033,Illness / Common,16
698,Guatemala,,,033,Illness / Common,15
699,Honduras,,,033,Illness / Common,23
700,Mexico,,,033,Illness / Common,2
701,Nicaragua,,,033,Illness / Common,6
702,Panamá,,,033,Illness / Common,16
703,Paraguay,,,033,Illness / Common,4
704,Peru,,,033,Illness / Common,13
705,Nicaragua,Managua,Managua,0151,Civil Unrest / Other Government / Non-Violent,General Population
706,Argentina,,,033,Illness / Common,441
707,Bolivia,,,033,Illness / Common,13
708,Chile ,,,033,Illness / Common,195
709,Colombia,,,033,Illness / Common,10
710,Costa Rica,,,033,Illness / Common,59
711,Ecuador,,,033,Illness / Common,0
712,El Salvador,,,033,Illness / Common,7
713,Guatemala,,,033,Illness / Common,14
714,Honduras,,,033,Illness / Common,12
715,Mexico,,,033,Illness / Common,9
716,Nicaragua,,,033,Illness / Common,8
717,Panamá,,,033,Illness / Common,21
718,Paraguay,,,033,Illness / Common,1
719,Peru,,,033,Illness / Common,11
720,Chile,NA,NA,0112,Civil Unrest / Employment & Wages / Violent,Labor
721,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,General Population
722,Mexico,Guerrero,Acapulco de Juarez,0151,Civil Unrest / Other Government / Non-Violent,Education
723,Brazil,São Paulo,São Paulo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
724,Argentina,,,033,Illness / Common,448
725,Bolivia,,,033,Illness / Common,22
726,Chile ,,,033,Illness / Common,164
727,Colombia,,,033,Illness / Common,21
728,Costa Rica,,,033,Illness / Common,68
729,Ecuador,,,033,Illness / Common,3
730,El Salvador,,,033,Illness / Common,11
731,French Guiana,,,033,Illness / Common,1
732,Guatemala,,,033,Illness / Common,9
733,Honduras,,,033,Illness / Common,24
734,Mexico,,,033,Illness / Common,7
735,Nicaragua,,,033,Illness / Common,24
736,Panamá,,,033,Illness / Common,7
737,Paraguay,,,033,Illness / Common,2
738,Peru,,,033,Illness / Common,6
739,Uruguay,Colonia,Conchillas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
740,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,Education
741,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
742,Venezuela,Lara,Quibor,0141,Civil Unrest / Other Economic / Non-Violent,Agricultural
743,Argentina,,,033,Illness / Common,394
744,Bolivia,,,033,Illness / Common,17
745,Chile ,,,033,Illness / Common,134
746,Colombia,,,033,Illness / Common,5
747,Costa Rica,,,033,Illness / Common,65
748,Ecuador,,,033,Illness / Common,2
749,El Salvador,,,033,Illness / Common,25
750,French Guiana,,,033,Illness / Common,0
751,Guatemala,,,033,Illness / Common,10
752,Honduras,,,033,Illness / Common,29
753,Mexico,,,033,Illness / Common,7
754,Nicaragua,,,033,Illness / Common,7
755,Panamá,,,033,Illness / Common,14
756,Paraguay,,,033,Illness / Common,3
757,Peru,,,033,Illness / Common,38
758,Brazil,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
761,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,General Population
762,Peru,Ucayali ,NA,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
763,Argentina,,,033,Illness / Common,363
764,Bolivia,,,033,Illness / Common,64
765,Chile ,,,033,Illness / Common,107
766,Colombia,,,033,Illness / Common,4
767,Costa Rica,,,033,Illness / Common,57
768,Ecuador,,,033,Illness / Common,6
769,El Salvador,,,033,Illness / Common,17
770,Guatemala,,,033,Illness / Common,6
771,Honduras,,,033,Illness / Common,23
772,Mexico,,,033,Illness / Common,2
773,Nicaragua,,,033,Illness / Common,4
774,Panamá,,,033,Illness / Common,16
775,Paraguay,,,033,Illness / Common,7
776,Peru,,,033,Illness / Common,20
778,Ecuador,Pichincha,Quito,0152,Civil Unrest / Other Government / Violent,Education
779,Chile,,,0412,Economy / Stock Index / Decrease,CHILE65
780,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
781,Chile,,,0411,Economy / Stock Index / Increase,CHILE65
782,Argentina,,,033,Illness / Common,280
783,Bolivia,,,033,Illness / Common,130
784,Chile ,,,033,Illness / Common,78
785,Colombia,,,033,Illness / Common,5
786,Costa Rica,,,033,Illness / Common,75
787,Ecuador,,,033,Illness / Common,5
788,El Salvador,,,033,Illness / Common,12
789,Guatemala,,,033,Illness / Common,10
790,Honduras,,,033,Illness / Common,28
791,Mexico,,,033,Illness / Common,7
792,Nicaragua,,,033,Illness / Common,8
793,Panamá,,,033,Illness / Common,26
794,Paraguay,,,033,Illness / Common,1
795,Peru,,,033,Illness / Common,26
796,Mexico,Guerrero,Acapulco de Juarez,0151,Civil Unrest / Other Government / Non-Violent,Education
798,Brazil,,,0421,Economy / Currency Exchange / Increase,BRL
799,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
800,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,Education
801,Mexico,,,0412,Economy / Stock Index / Decrease,MEXBOL
802,Chile,,,0421,Economy / Currency Exchange / Increase,CLP
805,Mexico,,,0422,Economy / Currency Exchange / Decrease,MXN
806,Bolivia,NA,NA,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
807,Venezuela,Capital District,Caracas,0151,Civil Unrest / Other Government / Non-Violent,General Population
808,Brazil,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
809,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
810,Argentina,,,033,Illness / Common,182
811,Bolivia,,,033,Illness / Common,503
812,Chile ,,,033,Illness / Common,94
813,Colombia,,,033,Illness / Common,5
814,Costa Rica,,,033,Illness / Common,66
815,Ecuador,,,033,Illness / Common,4
816,El Salvador,,,033,Illness / Common,14
817,French Guiana,,,033,Illness / Common,0
818,Guatemala,,,033,Illness / Common,10
819,Honduras,,,033,Illness / Common,23
820,Mexico,,,033,Illness / Common,5
821,Nicaragua,,,033,Illness / Common,9
822,Panamá,,,033,Illness / Common,17
823,Paraguay,,,033,Illness / Common,7
824,Peru,,,033,Illness / Common,26
825,Argentina,NA,Buenos Aires,0141,Civil Unrest / Other Economic / Non-Violent,General Population
827,Bolivia,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
828,Bolivia,La Paz,La Paz,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
829,Chile,NA,NA,0152,Civil Unrest / Other Government / Violent,Education
830,Argentina,,,033,Illness / Common,168
831,Bolivia,,,033,Illness / Common,120
832,Chile ,,,033,Illness / Common,79
833,Colombia,,,033,Illness / Common,4
834,Costa Rica,,,033,Illness / Common,70
835,Ecuador,,,033,Illness / Common,9
836,El Salvador,,,033,Illness / Common,12
837,Guatemala,,,033,Illness / Common,12
838,Honduras,,,033,Illness / Common,23
839,Mexico,,,033,Illness / Common,5
840,Nicaragua,,,033,Illness / Common,51
841,Panamá,,,033,Illness / Common,15
842,Paraguay,,,033,Illness / Common,1
843,Peru,,,033,Illness / Common,9
844,Ecuador,Guayas,Guayaquil,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
845,Mexico,Guerrero,Acapulco de Juarez,0151,Civil Unrest / Other Government / Non-Violent,Education
848,Paraguay,NA,NA,0221,Vote / Referendum / Yes,Amendment to Article 120 of the CP
849,Uruguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
850,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
851,Chile,"Santiago Metropolitan",Santiago,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
852,Argentina,,,033,Illness / Common,118
853,Bolivia,,,033,Illness / Common,124
854,Chile ,,,033,Illness / Common,83
855,Colombia,,,033,Illness / Common,9
856,Costa Rica,,,033,Illness / Common,84
857,Ecuador,,,033,Illness / Common,7
858,El Salvador,,,033,Illness / Common,10
859,French Guiana,,,033,Illness / Common,0
860,Guatemala,,,033,Illness / Common,6
861,Honduras,,,033,Illness / Common,17
862,Mexico,,,033,Illness / Common,9
863,Nicaragua,,,033,Illness / Common,163
864,Panamá,,,033,Illness / Common,14
865,Paraguay,,,033,Illness / Common,6
868,Mexico,Guerrero,Acapulco de Juarez,0152,Civil Unrest / Other Government / Violent,Education
871,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
872,Peru,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
873,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
874,Chile,"Santiago Metropolitan",Santiago,0152,Civil Unrest / Other Government / Violent,Education
875,Argentina,,,033,Illness / Common,126
876,Bolivia,,,033,Illness / Common,78
877,Chile ,,,033,Illness / Common,77
878,Colombia,,,033,Illness / Common,9
879,Costa Rica,,,033,Illness / Common,49
880,Ecuador,,,033,Illness / Common,7
881,El Salvador,,,033,Illness / Common,10
882,Guatemala,,,033,Illness / Common,6
883,Honduras,,,033,Illness / Common,19
884,Mexico,,,033,Illness / Common,15
885,Nicaragua,,,033,Illness / Common,256
886,Panamá,,,033,Illness / Common,14
887,Paraguay,,,033,Illness / Common,7
888,Peru,,,033,Illness / Common,19
889,Bolivia,La Paz,La Paz,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
890,Mexico,Guerrero,Acapulco de Juarez,0151,Civil Unrest / Other Government / Non-Violent,Education
891,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
892,Panamá,Panama,Panama,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
893,Venezuela,Bolivar,Ciudad Guayana ,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
894,Argentina,NA,NA,0211,Vote / Election / President/Prime Minister,Cristina Kirchner
895,Argentina,Buenos Aires,NA,0212,Vote / Election / Governor,Daniel Scioli
896,Costa Rica,,,0412,Economy / Stock Index / Decrease,CRSMBCT
897,Venezuela,Zulia,Maracaibo,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
898,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
899,Argentina,,,033,Illness / Common,128
900,Bolivia,,,033,Illness / Common,57
901,Chile ,,,033,Illness / Common,95
902,Colombia,,,033,Illness / Common,6
903,Costa Rica,,,033,Illness / Common,83
904,Ecuador,,,033,Illness / Common,5
905,El Salvador,,,033,Illness / Common,7
906,Guatemala,,,033,Illness / Common,5
907,Honduras,,,033,Illness / Common,24
908,Mexico,,,033,Illness / Common,17
909,Nicaragua,,,033,Illness / Common,190
910,Panamá,,,033,Illness / Common,14
911,Paraguay,,,033,Illness / Common,4
912,Peru,,,033,Illness / Common,37
913,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
914,Brazil,Para,Santo Antonio,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
915,Costa Rica,,,0412,Economy / Stock Index / Decrease,CRSMBCT
917,Argentina,,,033,Illness / Common,95
918,Bolivia,,,033,Illness / Common,76
919,Chile ,,,033,Illness / Common,77
920,Colombia,,,033,Illness / Common,6
921,Costa Rica,,,033,Illness / Common,56
922,Ecuador,,,033,Illness / Common,13
923,El Salvador,,,033,Illness / Common,9
924,Guatemala,,,033,Illness / Common,3
925,Honduras,,,033,Illness / Common,13
926,Mexico,,,033,Illness / Common,15
927,Nicaragua,,,033,Illness / Common,114
928,Panamá,,,033,Illness / Common,2
929,Paraguay,,,033,Illness / Common,5
930,Peru,,,033,Illness / Common,12
931,Paraguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
935,Uruguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
937,Nicaragua,Masaya,Masaya,0151,Civil Unrest / Other Government / Non-Violent,General Population
938,Nicaragua,Madriz,San Jose de Cusmapa,0152,Civil Unrest / Other Government / Violent,General Population
939,Nicaragua,Atlantico Norte,Siuna,0152,Civil Unrest / Other Government / Violent,General Population
940,Nicaragua,NA,NA,0211,Vote / Election / President/Prime Minister,Daniel Ortega
941,Argentina,,,033,Illness / Common,71
942,Bolivia,,,033,Illness / Common,31
943,Chile ,,,033,Illness / Common,78
944,Colombia,,,033,Illness / Common,6
945,Costa Rica,,,033,Illness / Common,59
946,Ecuador,,,033,Illness / Common,3
947,El Salvador,,,033,Illness / Common,3
